,Player_Name,Height,Weight,Age,Preferred_foot,overall_score,potential_score,Ball_Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping,Weekly_Wage,Market_Value
1450,Romain Thomas,193,84,32,Left,76,76,49.5,77.67,64.8,59.67,51.14,42.38,11,21000,4900000
1451,Nicolás Gaitán,174,66,32,Left,76,76,79.5,40,68,75.67,70.86,71.38,8,14500,6000000
1452,Nils Petersen,188,80,31,Right,76,76,65.5,36.33,68.8,57,63,71.88,10.6,26000,6500000
1453,Fran Mérida,177,74,30,Left,76,76,75,73.67,71.4,77,64,69.88,9.2,8900,6500000
1454,Orestis Karnezis,190,81,35,Right,76,76,19,19.67,36.6,25.67,46.29,21,75,24000,1300000
1455,Mamadou Sakho,187,83,30,Left,76,76,55,75,69.6,67.67,60.14,40.62,10,44000,6000000
1456,Marc Albrighton,175,74,30,Right,76,76,77,58,69,76.33,68.86,67.12,12.2,65000,7000000
1457,Ciaran Clark,185,88,31,Left,76,76,54.5,78,69.2,53.33,59.43,55.75,11.8,34000,6000000
1458,Troy Deeney,183,90,32,Right,76,76,72,31,69.8,63.67,67.71,74.75,12.8,20500,6000000
1459,Martín Cáceres,180,78,33,Right,76,76,67,78,71.2,65.33,74,58.12,3,42000,3600000
1460,Makoto Hasebe,180,72,36,Right,76,76,72,78.33,74.6,76.33,65,58.75,11.2,17500,1300000
1461,Marcelo,191,85,33,Right,76,76,56,73.33,66,60,60.86,50.5,12.4,48000,3600000
1462,Miralem Sulejmani,179,73,31,Left,76,76,79.5,29.67,55.4,74,68.57,72.25,13,22500,6000000
1463,Loïc Rémy,185,82,33,Right,76,76,74,26.67,68.4,63,70.29,71.5,12,17000,4800000
1464,Jeremain Lens,178,75,32,Right,76,76,79,35.33,58.6,68.67,80.14,71.38,13.4,55000,6000000
1465,Ryan Donk,192,80,34,Right,76,76,74,73.33,70.8,68.67,68.86,57.62,11.6,50000,2400000
1466,Morgan Schneiderlin,185,75,30,Right,76,76,72,74.67,72.6,72,63.43,62.12,10,29500,6500000
1467,Alexandre Oukidja,184,80,32,Right,76,76,14,14.67,35.8,21.33,52.57,20.75,73.8,14500,4000000
1468,Marcus Berg,184,74,34,Right,76,76,72.5,30.33,64.4,59.67,72.57,69.88,10.2,,
1469,André Ayew,176,72,30,Left,76,76,76.5,55.67,71,71.67,77.14,70.25,10,28500,7000000
1470,Vadis Odjidja-Ofoe,183,79,31,Right,76,76,78,68.33,73,77.67,67.57,72.25,11.8,22500,6000000
1471,Joselu,192,80,30,Right,76,76,74,23.33,62,63.33,60.43,74.12,10.4,25500,7500000
1472,James Tomkins,192,74,31,Right,76,76,53.5,78.33,69.4,58.33,52.86,38.88,9.6,44000,5000000
1473,Zlatko Junuzović,172,72,33,Right,76,76,80.5,62,72,77,74.14,74.88,11.6,27000,6000000
1474,Fraser Forster,201,93,32,Right,76,76,26.5,12,43.4,21.67,45.14,19.62,73.6,36000,3700000
1475,Eljero Elia,176,77,33,Right,76,76,83,32.67,60.8,67,79.29,63.75,10.6,18000,4700000
1476,Caner Erkin,181,72,31,Left,76,76,76,70.33,77.4,77.33,75.71,75.75,10.6,50000,5500000
1477,Jay Rodriguez,185,84,31,Right,76,76,73,33,64,67.67,73,71.5,12.6,55000,7500000
1478,Zeca,182,67,32,Right,76,76,74.5,74.33,78.6,72.67,75.71,61.25,9.6,21500,6000000
1479,Theo Walcott,176,68,31,Right,76,76,77.5,37.33,64.8,68,74.14,69.88,9,65000,6000000
1480,David Abraham,189,82,34,Right,76,76,51.5,76,67.2,60.67,72.71,61,9,24500,3600000
1481,Dante,189,91,36,Left,76,76,65.5,78.67,68,69.33,52.43,56.38,10.2,21000,1300000
1482,Mauro Zárate,175,77,33,Right,76,76,82.5,38.33,66.2,67.67,72.57,75.62,11.4,19000,4800000
1483,Per Ciljan Skjelbred,178,73,33,Right,76,76,74.5,74,73.4,70,65.71,51.88,8.8,7900,3700000
1484,Rubens Sambueza,174,72,36,Left,76,76,78.5,42.33,74.6,76.33,66.57,70.88,9.4,16000,2400000
1485,Diego Castro,174,71,38,Right,76,76,81,42,70,71.33,62.86,72.75,10.2,7700,2400000
1486,Javier Pinola,180,79,37,Left,76,76,70,75.33,75.4,71.67,70.57,61.75,9.8,11500,1300000
1487,Soldado,180,74,35,Right,76,76,75,39,70.2,67.67,60.71,75.5,11,20500,3200000
1488,Diego López,196,89,38,Right,76,76,17,14.33,40,20.67,51.57,17.88,74,4700,190000
1489,Negredo,186,86,35,Left,76,76,70.5,31.33,65,59.67,68.43,76,9.6,30000,3600000
1490,Gökhan Gönül,175,75,35,Right,76,76,75,72.67,76.6,73.67,75.29,61.25,10.8,36000,2300000
1491,Andriy Pyatov,190,92,36,Right,76,76,11.5,10.33,39.6,22,50.29,18.38,76,8300,190000
1492,Atiba Hutchinson,187,83,37,Right,76,76,72.5,73.67,74.2,75,68.14,67.12,10.2,36000,1500000
1493,Pedrinho,172,65,22,Left,75,84,78.5,30,59,69,73.43,68.5,9,11000,12500000
1494,Facundo Waller,174,69,23,Left,75,81,76.5,63.33,66.8,73.67,74,69.5,8.6,12000,9000000
1495,Federico Viñas,180,80,22,Left,75,83,69,22.33,62,44.33,72.71,67.75,9.2,33000,12500000
1496,Kevin Dawson,179,79,28,Right,75,75,22,17.33,38.6,25,41,19.62,72.6,13000,4000000
1497,Joey Veerman,185,75,21,Right,75,83,76.5,62.33,66,79.67,63.57,64.25,9.4,7400,12500000
1498,Domagoj Bradarić,178,69,20,Left,75,83,74,70.67,70.2,70.33,72,52.38,10.6,20000,12000000
1499,Sergiño Dest,175,62,19,Right,75,86,78.5,68.33,70,71,75.43,54.12,12.2,7300,11500000
1500,Pedro Vaquizo,180,70,34,Right,75,75,78,21.33,65.8,68,76.29,68.75,10.4,,
1501,Alexander Aguilmera,194,83,34,Left,75,75,52.5,78,64.4,56.33,50.71,51.75,11,,
1502,Shon Weissman,174,72,24,Right,75,79,70.5,18,63.2,63,71.71,70.62,8.6,18000,8000000
1503,Kodjo Fo-Doh Laba,180,75,28,Right,75,75,67,19,62.6,62.33,78.57,68.5,10.2,18500,6000000
1504,Iago,181,68,23,Left,75,81,71.5,71.33,71,71.67,73.43,52.75,11,20000,8500000
1505,Tete,175,73,20,Left,75,86,80.5,25.33,54.4,71,73.86,53.88,8.6,12000,12500000
1506,Bukayo Saka,178,65,19,Left,75,88,77,58.33,65.2,72,73.86,57.75,10,22000,13000000
1507,Maxence Caqueret,174,63,20,Right,75,87,76,68.67,74.8,69,68.29,54.62,9,37000,13500000
1508,Arthur Cabral,186,89,22,Right,75,84,74,25.33,58.6,52.67,72.86,65.25,10.8,16000,12500000
1509,Adrià Pedrosa,176,69,22,Left,75,85,75,71,71,73.33,75.43,53.38,12,7300,12000000
1510,Marash Kumbulla,185,78,20,Right,75,85,59,76,63.2,54.67,65.71,37.38,10.6,27500,11500000
1511,Jean-Clair Todibo,190,81,20,Right,75,86,66.5,75,66,62.67,71.14,46.38,10.4,70000,11500000
1512,Diego Aaron Pámanes,180,71,32,Left,75,75,75.5,25.33,61.4,59.33,67.14,71.25,12.4,,
1513,Guillermo Luis Ichazo,188,78,28,Right,75,75,50,76,69.2,67.67,63.86,57.62,10.6,,
1514,Pablo Nicolás Dárenas,190,88,36,Right,75,75,15,10,41.6,15,48.57,14.25,71.8,,
1515,Luis Javier Suárez,185,74,22,Right,75,86,70.5,34,67.4,62.67,79.86,70,8.8,17000,12500000
1516,Mohammed Kudus,177,70,20,Left,75,85,78,51,67.8,67,83.57,61,8.4,8600,12000000
1517,Juan Gabriel Rodríguez,188,76,26,Right,75,79,63.5,75.33,64.8,61.33,70.29,45,10.8,14000,7000000
1518,Uroš Račić,193,81,22,Right,75,86,76.5,72.33,71,74.33,64.29,68,10.6,26000,12500000
1519,Nehuén Pérez,186,75,20,Right,75,85,45.5,78.33,65,48.67,66,33.12,8,27000,11500000
1520,Andriy Lunin,192,87,21,Right,75,87,13,15.33,36.4,22,40.43,17.88,73.8,50000,12000000
1521,Brandon Williams,182,63,20,Right,75,85,72.5,72.67,73,66.67,74,53.25,9.6,39000,11500000
1522,Orkun Kökçü,175,70,19,Right,75,85,76,55.33,68.2,76,70.57,65.75,8.6,7700,12000000
1523,Luis Romo,182,84,25,Right,75,80,66,74,70.6,62,68.86,57.5,10.8,45000,7500000
1524,Lukáš Masopust,179,76,27,Right,75,75,75.5,49,68.4,70.33,79.57,63,8,16500,6000000
1525,Riqui Puig,169,56,21,Right,75,88,82,55.67,65.4,73.67,67.29,57,12.4,75000,13500000
1526,Sebastiaan Bornauw,191,83,21,Right,75,83,65.5,74.33,67.8,66.67,69.86,44.62,9.2,16500,12000000
1527,Jorman Campuzano,175,75,24,Right,75,83,63,73.33,66,62.67,75.14,43.75,9.8,13000,12000000
1528,Christoph Baumgartner,180,71,21,Right,75,84,78.5,41.67,60.4,70.67,67.29,59.12,11,22500,12500000
1529,Sebastián Córdova,173,65,23,Left,75,83,77,41,63.2,69,69,65.38,9,30000,12500000
1530,Diego Rossi,170,68,22,Right,75,83,75.5,27.67,57.4,65.33,74,62,13.4,8200,12500000
1531,Perr Schuurs,191,79,20,Right,75,84,69,75,67,71.33,67,66.5,9,9900,11500000
1532,Martín,178,69,24,Right,75,80,70,75.67,65.6,67.33,66,40.75,9.4,17500,8000000
1533,Colin Dagba,170,62,22,Right,75,80,77,72.33,69.2,72.33,74.14,50.25,8.8,38000,8000000
1534,Marcelo Saracchi,172,68,22,Left,75,82,73,70.67,72.8,73.33,75.29,60.38,9.2,32000,11000000
1535,Roman Yaremchuk,190,79,24,Right,75,79,72,40,66,69,73.57,67.12,12.4,20500,8000000
1536,Nicolás González,180,72,22,Left,75,83,80.5,41,64.8,64.33,75.57,64.62,7.6,22000,12500000
1537,Fernando Gorriarán,168,68,25,Right,75,78,75.5,66.67,69.2,74.67,75.29,65.5,9.2,23000,7500000
1538,Calero,183,71,25,Right,75,80,69.5,76,70.6,69.67,72.29,50.75,10.4,7300,7500000
1539,João Victor,178,72,26,Right,75,76,76.5,27.33,57.2,68,72.43,62.62,11.8,38000,6500000
1540,Myron Boadu,183,67,19,Right,75,87,74.5,23,58.6,57.67,79.14,65.12,11,7100,13500000
1541,Pablo Santos,188,83,28,Left,75,77,52,76.67,63.6,45,71.14,38.25,12.8,13500,5500000
1542,Alexis Mac Allister,174,72,21,Right,75,85,75.5,56.67,62.2,76.67,68.29,73.75,11.2,36000,12500000
1543,José Juan Macías,177,73,21,Right,75,84,76,20,55.6,58.67,68,50,8.4,34000,12500000
1544,Hervé Koffi,186,81,23,Right,75,80,15,11.33,36.8,20,56.14,16,73,19000,7000000
1545,Óscar,174,68,22,Right,75,86,79.5,45.67,64.8,72,62.86,67.12,9.2,20500,12500000
1546,Vasilios Barkas,195,91,26,Left,75,78,16,14,38.4,24.67,43.29,18.25,74.4,34000,5500000
1547,Emre Kılınç,174,68,26,Left,75,76,76,36.67,54.4,72,66.57,58.75,12,50000,6500000
1548,Bruno Tabata,178,68,23,Left,75,83,80.5,33.33,67.6,68.67,71.14,66.88,8.8,12000,12500000
1549,Wilson Manafá,174,69,26,Right,75,78,74.5,70,72.6,66.33,76.43,57.88,8,11000,7000000
1550,Weston McKennie,185,84,22,Right,75,84,75.5,74,75.4,67.33,79.71,62.38,9.6,43000,12500000
1551,Nikola Milenković,195,90,22,Right,75,82,64,75.67,63.8,68,64.29,43.38,9.8,34000,10500000
1552,Chidera Ejuke,174,72,22,Right,75,82,77,36,55.8,58.67,80.29,58,9,16000,11500000
1553,Tyrell Malacia,169,67,21,Left,75,84,74,72.67,69,61,80.29,52,9.2,8900,12000000
1554,Mama Baldé,176,69,24,Right,75,79,73.5,63,72.8,68.67,80.14,65.12,10,13000,8000000
1555,Nicolás Domínguez,179,73,22,Right,75,85,74,72.33,69.2,73,79.29,58.62,8.2,25000,12500000
1556,Patrick Cutrone,183,79,22,Right,75,82,75,24.67,60.4,50.67,72.86,67.75,7.8,60000,11500000
1557,Takefusa Kubo,173,67,19,Left,75,89,83,43.67,55,64,72.57,61.62,9.6,60000,13500000
1558,Daniel Muñoz,183,69,24,Right,75,80,67.5,69.67,70.2,66.33,76.43,51.25,9.2,12500,8000000
1559,Moussa Djenepo,177,65,22,Right,75,83,80.5,33.33,61.4,64.67,80.14,62.88,10.8,40000,12500000
1560,Mady Camara,182,81,23,Right,75,82,72,73,71.8,67,72.57,59.75,9.8,13000,10500000
1561,Alessandro Bastoni,190,75,21,Left,75,83,55,77.33,68.4,57.67,63.43,41.25,9.6,46000,12000000
1562,Juan Foyth,187,69,22,Right,75,83,73,75.67,65.8,69.67,69.86,51.12,10.6,50000,12000000
1563,Jordan Torunarigha,191,80,23,Left,75,85,62.5,76,65.2,67.33,73.43,37.88,8.2,29500,12000000
1564,Habib Maïga,181,80,24,Right,75,81,70,73,70.8,66.33,71.57,54.12,10.2,14500,8000000
1565,Antonín Barák,190,86,25,Left,75,78,79,52.67,68.4,75.33,64,68.12,12.4,16000,7500000
1566,Dominik Szoboszlai,186,74,19,Right,75,87,80,33,55.4,75.33,73.86,76.12,9.8,14500,13500000
1567,Michael Ngadeu,190,93,29,Right,75,75,48,80,80,52.33,66.71,53,7.6,20500,4700000
1568,Xeka,186,83,25,Right,75,80,77,68.33,71.6,68.33,64.71,62.62,6.8,27000,7500000
1569,Gerardo Arteaga,174,65,22,Left,75,82,70,70.67,66.6,69,76.29,50.62,7.2,10500,11000000
1570,Douglas Luiz,178,70,22,Right,75,83,73.5,71.67,70.2,74,68.29,63.62,9.6,38000,12000000
1571,Yves Bissouma,182,80,24,Right,75,80,78,73,71.6,71.33,70,64.12,9.6,42000,8500000
1572,Alexis Claude-Maurice,175,64,22,Right,75,82,79,43,59.4,65,78.29,63.25,13.6,27000,11500000
1573,Marko Rog,180,73,25,Right,75,79,77.5,66.67,69.6,78.33,66.86,62.38,11.6,25000,8000000
1574,Aarón,178,68,23,Left,75,78,75,71.67,70,74,66.71,54,11.8,20000,7000000
1575,Arnaut Danjuma Groeneveld,178,80,23,Right,75,80,79,44.67,71,68.67,73.14,62.75,11,13500,8500000
1576,Alberth Elis,180,77,24,Right,75,81,78,24.33,63.4,60.33,79.71,65.75,8.2,8600,9000000
1577,Alam Lindeiro,181,70,24,Left,75,75,69.5,71.67,65.2,72,67.29,53.88,9.8,11000,6000000
1578,Fran Beltrán,170,66,21,Right,75,83,77.5,77,69.6,76,66.43,55.88,11,16000,12500000
1579,Nicolas Moumi Ngamaleu,182,74,26,Right,75,76,74.5,29.33,60.4,66.67,82,65.62,10.6,20500,6500000
1580,Brais Méndez,187,76,23,Left,75,84,75.5,47.33,65.8,73.67,65.86,69.25,9,18500,12500000
1581,Deyovaisio Zeefuik,177,76,22,Right,75,81,68.5,74.67,69.4,64.67,80.29,43.25,7.4,29500,8500000
1582,Ryan Sessegnon,178,71,20,Left,75,86,74,65,70.8,69.67,76.43,58.62,7.8,50000,12500000
1583,Christian Kouamé,185,70,22,Right,75,82,76,36,61.4,59.67,77.43,63.25,11,42000,11500000
1584,Eberechi Eze,173,67,22,Right,75,83,79,44.33,63.6,68.67,74,61.62,11,40000,12500000
1585,Marcelino Moreno,172,65,26,Right,75,77,83,56.33,66.8,69.67,79.71,64.5,10.4,8600,7000000
1586,Malang Sarr,182,73,21,Left,75,79,64.5,75.67,70.8,70,71.71,54.38,9.8,44000,7500000
1587,Carlos Rodríguez,176,66,23,Right,75,82,75.5,67.67,69.2,72.67,72.86,58.5,11.2,32000,11000000
1588,Pablo Rosario,188,73,23,Right,75,80,72,71.33,70,67,72,60,9,13000,8000000
1589,Gregor Kobel,194,88,22,Right,75,82,29,15,36.8,28.33,32.14,17,74.4,14000,9500000
1590,Dimitri Liénard,184,77,32,Left,75,75,76,61,70.4,78.67,62.86,74,13.6,26500,4400000
1591,Lucas Robertone,173,70,23,Right,75,84,78.5,70,70.6,72.33,79,72,12.2,14500,12500000
1592,Christian Fassnacht,185,77,26,Right,75,76,75.5,28.67,57.2,68.67,79.29,65.12,11.2,21500,6500000
1593,Toni Martínez,187,84,23,Right,75,83,73,19,61.8,52.67,70.14,65.5,10,11500,12500000
1594,Valentin Rosier,175,68,24,Right,75,80,75,72.67,68.8,67.33,73.14,50.5,10,10000,8000000
1595,Gedson Fernandes,181,71,21,Right,75,84,79,73,74.4,73.33,74.29,67.88,9,9400,12500000
1596,Ionuț Andrei Radu,188,78,23,Right,75,85,16,15.33,33.2,21,43.86,20.88,75,43000,11000000
1597,Yangel Herrera,184,77,22,Right,75,84,75,72.33,68.4,68.33,68.29,61.62,8.8,75000,12500000
1598,Sebastián Villa,179,71,24,Right,75,81,75.5,32,59.4,64,79.43,56.12,9.2,14500,9000000
1599,Aaron Ramsdale,188,77,22,Right,75,83,23,16.33,38.6,26.33,50.86,21.25,73.6,19500,11000000
1600,Odsonne Edouard,187,83,22,Right,75,84,80,40.67,64.4,61.67,79.43,72.5,10,44000,12500000
1601,Riccardo Orsolini,183,73,23,Left,75,84,81.5,34,59.4,72.33,70.43,68.12,10.8,25000,12500000
1602,Luis Sinisterra,172,60,21,Right,75,84,79.5,49,63.8,68.67,82,60.75,11.8,11500,12500000
1603,Jorge Sánchez,175,71,22,Right,75,79,72.5,73,58.4,65.33,75.43,48.62,10.2,27000,7500000
1604,Robin Le Normand,187,81,23,Right,75,82,50,76.33,56.8,55.67,64.43,33.5,12.2,19500,10500000
1605,Rémi Oudin,185,79,23,Left,75,79,76,29,59.2,71.67,74.14,72.38,10.2,25000,8000000
1606,Junya Ito,176,68,27,Right,75,75,75,56.67,70,68.33,82.86,56.5,10.4,17500,6000000
1607,Wataru Endo,178,73,27,Right,75,76,72,73.33,69.4,69.67,70.14,55.25,9,21000,6000000
1608,Denys Boyko,194,89,32,Right,75,75,19,14,39.8,27,51.14,18.88,72.4,12000,2800000
1609,Felix Uduokhai,192,78,23,Left,75,81,59,75.33,65.2,55,66.43,41,9.8,20000,8000000
1610,Marko Grujić,191,86,24,Right,75,81,80,70.67,76,70,67,66,11.2,60000,9000000
1611,Ben White,185,77,22,Right,75,84,68.5,76.33,67.6,64,70.29,30.75,8.4,38000,12000000
1612,Yann Karamoh,185,77,22,Right,75,82,80.5,26.67,58.8,68.33,70.57,64.25,10.8,21500,11500000
1613,Abdülkadir Ömür,168,70,21,Left,75,83,80.5,37.33,60.2,68.67,71.57,65.38,11.4,21000,12500000
1614,Ontiveros,172,75,23,Right,75,82,77.5,33.33,57,73.67,67.86,68.62,8.6,24000,11500000
1615,Waldo,181,80,25,Right,75,78,80,29,62.4,63.33,78,69.88,7.6,16500,7500000
1616,Diogo Gonçalves,177,71,23,Right,75,82,78.5,37.67,62.8,62.33,76.29,70.25,10,11000,11500000
1617,Ayrton,180,72,23,Left,75,84,75.5,69,68.4,66,81.14,56.62,8.8,13000,12000000
1618,Kelvin Amian,180,78,22,Right,75,79,66.5,74.67,70.4,65.33,76,51.62,10.8,6000,7500000
1619,Zelimkhan Bakaev,180,77,24,Left,75,80,75.5,31.67,52.8,68.67,73,63,10.4,14500,8500000
1620,Bruno Pittón,174,70,27,Left,75,76,63.5,69.67,67.6,74,75.29,66.75,8.6,18000,6000000
1621,Amadou Diawara,183,75,23,Right,75,81,76,73,71.2,70,64.14,53,10.4,33000,8500000
1622,Rafael Cachoira,188,84,20,Right,75,75,60,77.33,67.2,66,57.57,50.88,12,9000,5500000
1623,Formosandrinho,178,72,28,Right,75,75,72.5,16.33,60.2,60,70,69.88,8.8,24500,6000000
1624,Elildo Petri,172,71,24,Right,75,75,78,24,62,76.67,65.57,66.25,9.4,14500,6500000
1625,Pascoal Muscato,177,84,28,Right,75,75,71,74,71.6,68.33,66.14,67.25,10.2,24000,4900000
1626,Muo Cadete,178,78,20,Left,75,75,76,36.67,59.8,72.67,72.29,51.25,10.8,13500,6500000
1627,Duirval Diniz,187,82,24,Right,75,75,50,77.67,61.8,57.67,61.43,51.38,11,12000,5500000
1628,Davi Parrela,191,88,20,Right,75,75,51.5,76.33,66.8,59.33,62,47.12,10,9000,5500000
1629,Rubens Freitosa,174,75,36,Right,75,75,73.5,66.33,73.2,73,70.29,63.38,8,12000,1800000
1630,Jesus Andradaldo,177,73,28,Right,75,75,72,75.33,69.6,70.33,72.57,54.75,13.6,24000,5000000
1631,Joshuando Sá,182,81,24,Left,75,75,65.5,75,68.6,69,67.57,49.88,10.8,19500,6000000
1632,Danisco Fachini,169,68,32,Right,75,75,68.5,71.67,68.2,69.67,70.57,52.75,9.2,15000,3700000
1633,Kaíquão Castro,190,88,24,Right,75,75,15,14.33,41.6,15,48.57,14.25,71.8,13500,4800000
1634,Cris Laranjeiros,185,85,28,Right,75,75,64,75.33,69,66,72.14,50.62,11.4,16000,4800000
1635,Jorginhson,178,75,28,Left,75,75,74,77,69.4,65,66.43,58.88,10,13000,4900000
1636,Emilio Piodão,177,78,28,Right,75,75,70,72.67,71.2,70,74.86,65.25,12.6,13000,4900000
1637,Leo Vimieiro,168,66,24,Left,75,75,69.5,75,68.8,67.33,72.29,57.12,11.4,13000,6000000
1638,Juli Freitinho,192,91,20,Right,75,75,57,77,70.2,56.67,53.29,51.5,13,9000,5500000
1639,Estevão Candeira,176,73,24,Right,75,75,68.5,70.33,69.4,72,73.29,59.88,11.6,13000,6000000
1640,Kaíqundo Calado,184,77,24,Right,75,75,71,72,69.6,65.67,74.71,50.5,11,13000,6000000
1641,Jailson Caeiro,177,75,28,Right,75,75,72,75,64.6,68.67,72.43,55.5,12.8,20500,5000000
1642,Alexio Sanctos,177,74,28,Right,75,75,20,14.33,40.2,23.33,45.43,20.25,73,13000,4000000
1643,Enaldo Praz,177,73,36,Left,75,75,65,75.33,68,70.67,70.43,50.38,5,17500,1200000
1644,Tom Davies,180,70,22,Right,75,80,76.5,69.67,74,73,66.29,59.12,11.2,55000,8500000
1645,César Montes,191,70,23,Right,75,83,64,74.67,71,61.33,67.71,48.5,8.4,29000,11500000
1646,Fabien Centonze,182,75,24,Right,75,80,72.5,70.67,70.8,69.33,78,53.25,12,14500,8000000
1647,Axel Disasi,190,86,22,Right,75,81,59.5,74.33,61.8,48.67,61.86,36.38,9,32000,8000000
1648,Alexandru Mitriță,165,65,25,Right,75,78,76,26.67,58.2,65,70.86,63.5,8.8,9000,7500000
1649,Gastón Pereiro,190,76,25,Left,75,79,81.5,35.33,62,70.33,67.57,74.5,10.8,27500,8000000
1650,Marko Pjaca,186,83,25,Right,75,78,86.5,39,56,73.33,70.71,71.88,9.4,17500,7500000
1651,Matías Vargas,168,66,23,Right,75,84,77.5,40.33,64,70.33,81.43,65.62,10.8,8900,12500000
1652,Wuilker Faríñez,175,84,22,Right,75,85,19.5,20.67,33.4,24,55.86,23.25,72.8,21500,11000000
1653,Dmitriy Barinov,179,72,24,Right,75,82,66.5,73.67,70.8,63,68,55.25,10.2,13000,10500000
1654,Jeff Reine-Adélaïde,184,75,22,Right,75,85,80,50.33,69.8,71.33,72.71,62.88,12,43000,12500000
1655,Pape Abou Cissé,197,90,25,Right,75,80,43,73,64.2,46,72.71,39.5,13.4,13000,7500000
1656,Pedraza,184,73,24,Left,75,80,75.5,71.67,68.4,71.67,74.29,66.38,10.2,21500,8000000
1657,Rob Holding,189,81,25,Right,75,82,63.5,76.67,66.6,61.33,65.71,38.5,12.4,49000,10500000
1658,Fabián Balbuena,188,85,29,Right,75,76,51.5,75.67,66.6,51.67,59.57,44,12.2,34000,5500000
1659,Kyle Walker-Peters,174,64,23,Right,75,80,72.5,73.33,67.8,69.33,72.86,39.75,9.4,36000,8000000
1660,Gastón Giménez,188,88,29,Left,75,75,79,67.67,71,77.67,72.14,61.5,12.4,9000,5500000
1661,Melero,183,77,26,Right,75,78,72,72,71.2,68.33,65,72.12,11.4,22000,7500000
1662,Matty Cash,179,64,23,Right,75,82,69.5,72.33,66,65.33,76.86,56.12,13,38000,11000000
1663,Cristian Borja,180,66,27,Left,75,75,69.5,71.67,64,69.33,77.43,47.25,11.4,11500,5500000
1664,Ismaël Bennacer,173,64,22,Left,75,82,78,70.33,71.2,74.33,72.86,67.12,12.4,26000,10500000
1665,Vincent Janssen,184,79,26,Left,75,77,71,28,83,83,71.57,83,12.4,40000,7000000
1666,Marcus Coco,184,78,24,Right,75,80,77,35,62,71,72.57,61.62,9.4,21000,8500000
1667,Ramón Ábila,177,93,30,Right,75,75,71.5,25.33,63.4,55.67,71.57,67.62,14.8,18000,5500000
1668,André Horta,175,62,23,Right,75,82,77.5,65.33,71.6,74,70.71,63.75,10.8,12000,11000000
1669,Roger Guedes,184,87,23,Right,75,79,79.5,25.33,56.8,71.33,77.57,70.12,10.6,12500,8000000
1670,Trezeguet,179,78,26,Right,75,76,79,35,55.4,74.33,74.71,66.5,10,50000,6500000
1671,Jordan Morris,183,84,25,Right,75,78,72,31.67,65.6,68.67,84,63.88,10.8,8200,7500000
1672,Jorge Moreira,173,75,30,Right,75,75,72,69.67,66.4,73.67,76.14,53.38,10.8,15000,4800000
1673,Moussa Niakhaté,190,86,24,Left,75,79,64.5,75,63,66,73.57,43.75,8.8,20000,7000000
1674,Stephy Mavididi,182,71,22,Right,75,80,75.5,20,54.8,68.33,76.86,63,9.2,25000,8500000
1675,Cesinha,177,74,30,Right,75,75,75.5,27.67,59.2,71.33,74.14,71.38,10.6,8800,5500000
1676,Gyrano Kerk,175,68,24,Right,75,80,75,28,61.2,64.67,82.86,61.62,13.6,15000,8500000
1677,Merquelanz,176,72,25,Left,75,78,75.5,46.67,64.2,72.67,69,71.75,10.8,26000,7500000
1678,Hernani,188,77,26,Right,75,79,73.5,73,73.4,67.33,63.29,69.5,10.6,26500,7000000
1679,Rúben Lameiras,175,70,25,Left,75,78,77.5,42,65.4,68.67,71.86,67.38,12,12500,7500000
1680,Constantin Budescu,186,82,31,Right,75,75,78,49.67,65.2,72,61.57,73.12,13.2,9900,4700000
1681,Jarlan Barrera,171,73,25,Left,75,80,75.5,46.67,56,73.33,75.14,60.38,11.2,14500,8500000
1682,Percy Tau,175,65,26,Left,75,77,80,29.33,57.6,66.33,72.71,69.88,11.6,50000,7000000
1683,Nemanja Radoja,186,77,27,Right,75,76,76,74,73,72,64.57,54.5,10.4,22000,6500000
1684,Javairô Dilrosun,174,74,22,Left,75,86,80.5,41.67,54.6,68.33,69.86,55.5,10.4,33000,12500000
1685,Kevin Lasagna,186,80,28,Left,75,75,77,21.33,59.2,58.67,78.57,66.5,13,18000,6000000
1686,Bustinza,175,74,28,Right,75,77,63.5,75.33,68.8,67,66.86,40.5,11.4,12500,5500000
1687,Peter Olayinka,188,77,24,Right,75,79,74,51.67,66.6,70,77.71,67.38,11,14500,8000000
1688,Pedro Nuno,176,68,25,Right,75,78,77.5,31.67,65.8,75,66.71,72.88,11.4,14500,7500000
1689,Lucas Hoyos,183,76,31,Right,75,75,30,23,44.4,29.67,60.14,24.62,73.8,12000,3000000
1690,Lewis Cook,175,71,23,Right,75,80,77.5,68,72.4,76,69.86,62,12.2,12500,8500000
1691,Robin Zentner,194,96,25,Right,75,79,16,17,34.2,24.33,58.29,20.38,72.6,17500,6000000
1692,François Kamano,175,74,24,Right,75,78,76.5,34,61,65,73.14,67.88,11.8,16000,7500000
1693,Henry Martín,177,73,27,Right,75,76,74.5,29.33,66.2,64.67,76.71,68.5,10.2,37000,6500000
1694,Maxime Lopez,167,58,22,Right,75,78,76.5,63.67,72,76.67,68.43,67.88,10.2,29000,8000000
1695,Alexander Nübel,193,86,24,Right,75,83,19,16.67,31,20.67,52.71,21.38,74.4,34000,11000000
1696,Stefan Posch,189,82,23,Right,75,79,42,78.67,63.2,53,68.14,35.38,7,24000,7000000
